index,Name,Smiles,Details,Reference,Year,log10_H2O,diamine_name,diamine_smiles,acyl_chloride_name,acyl_chloride_smiles,,confidence,verification_source
957,PA-MMP 008,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1016/j.memsci.2020.118299,2020,4.01,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
958,PA-MMP 010,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1016/j.memsci.2020.118299,2020,5.47,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
959,ROM-0,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2019.117518,2018,1.48,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
960,ROM-1,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2019.117519,2019,3.03,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
961,ROM-2,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2019.117519,2019,3.86,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
962,ROM-3,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2019.117519,2019,4.5,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
963,ROM-4,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2019.117519,2019,4.6,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
964,ROM-5,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2019.117519,2019,4.65,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
976,ZIF-8,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Metal-organic framework""]",10.1016/j.memsci.2021.119158,2021,2.12,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
977,dZIF-8(2),*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Metal-organic framework""]",10.1016/j.memsci.2021.119158,2021,2.23,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
978,dZIF-8(K90),*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Metal-organic framework""]",10.1016/j.memsci.2021.119158,2021,2.5,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
979,0 wt% dZIF-8,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2021.119158,2021,1.92,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
980,0.05 wt% dZIF-8,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Metal-organic framework""]",10.1016/j.memsci.2021.119158,2021,2.2,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
981,0.1 wt% dZIF-8,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Metal-organic framework""]",10.1016/j.memsci.2021.119158,2021,2.45,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
982,0.15 wt% dZIF-8,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Metal-organic framework""]",10.1016/j.memsci.2021.119158,2021,2.99,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
983,0.2 wt% dZIF-8,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Metal-organic framework""]",10.1016/j.memsci.2021.119158,2021,2.46,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
984,0.3 wt% dZIF-8,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Metal-organic framework""]",10.1016/j.memsci.2021.119158,2021,2.11,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
985,IP@PK-5,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2021.119801,2021,0.06,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
986,IP@PK-20,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2021.119801,2021,0.67,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
987,IP@PK-35,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2021.119801,2021,1.08,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
988,IP@PK-50,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2021.119801,2021,1.42,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
989,IP@PK-65,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2021.119801,2021,1.59,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
990,IP@rPK-35,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2021.119801,2021,0.45,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
991,CM,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.1c00025,2021,0.886331965,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
992,EPBS-1.0%,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.1c00025,2021,0.776349186,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
993,EPBS-1.5%,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.1c00025,2021,0.703366014,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
994,EPBS-2.0%,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.1c00025,2021,0.830440931,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
995,MPBS-1.0%,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.1c00025,2021,0.726192577,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
996,MPBS-1.5%,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.1c00025,2021,0.792139388,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
997,MPBS-2.0%,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.1c00025,2021,0.764616601,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
998,MPPS-1.0%,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.1c00025,2021,0.726192577,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
999,MPPS-1.5%,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.1c00025,2021,0.63784016,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
1000,MPPS-2.0%,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.1c00025,2021,0.621892381,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
1003,Fiber W,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.0c05191,2020,2.059173384,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,I&EC Research - PA membrane
1004,Fiber A,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.0c05191,2020,2.128340898,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,I&EC Research - PA membrane
1005,Fiber B,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.0c05191,2020,2.310498653,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,I&EC Research - PA membrane
1006,Fiber C/ control (0%) POSS,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.0c05191,2020,2.423743917,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,I&EC Research - PA membrane
1007,0.1% POSS,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.0c05191,2020,2.912322166,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,I&EC Research - PA membrane
1008,0.1% POSS pH control,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.0c05191,2020,3.54471518,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,I&EC Research - PA membrane
1009,0.2% POSS,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.0c05191,2020,2.741103199,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,I&EC Research - PA membrane
1010,0.2% POSS pH control,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.0c05191,2020,3.325292159,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,I&EC Research - PA membrane
1011,0.5% POSS,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.0c05191,2020,1.984732851,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,I&EC Research - PA membrane
1012,0.5% POSS pH control,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.0c05191,2020,2.525351417,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,I&EC Research - PA membrane
1013,control (0%) POSS_oxidative tratement,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.0c05191,2020,7.100535394,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,I&EC Research - PA membrane
1014,0.1% POSS_oxidative tratement,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.0c05191,2020,7.94381405,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,I&EC Research - PA membrane
1015,0.1% POSS pH control_oxidative tratement,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide"",""Other""]",10.1021/acs.iecr.0c05191,2020,8.878300669,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,I&EC Research - PA membrane
1016,M0,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2021.119625,2021,2.77,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
1017,M1,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2021.119625,2021,4.84,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
1018,M2,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2021.119625,2021,4.08,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
1019,M3,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2021.119625,2021,4.53,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
1020,M4,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2021.119625,2021,4.6,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
1021,M5,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2021.119625,2021,3.99,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
1022,Ag-TFN-T-0,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,2.13,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1023,Ag-TFN-T-5,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,2.24,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1024,Ag-TFN-T-10,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,2.51,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1025,Ag-TFN-T-15,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,2.6,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1026,Ag-TFN-T-20,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,2.76,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1027,Ag-TFN-AgNO3-0,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,1.59,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1028,Ag-TFN-AgNO3-1,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,1.45,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1029,Ag-TFN-AgNO3-5,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,1.69,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1030,Ag-TFN-AgNO3-10,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,2.13,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1031,Ag-TFN-AgNO3-15,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,2.2,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1032,Ag-TFN-AgNO3-20,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,2.41,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1033,TFC-SDS-0,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,1.39,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1034,TFC-SDS-0.025,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,1.37,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1035,TFC-SDS-0.05,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,1.59,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1036,TFC-SDS-0.1,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,1.88,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1037,TFC-SDS-0.15,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,1.63,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1038,TFC-SDS-0.2,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,1.42,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1039,Ag-TFN-SDS-0,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,1.93,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1040,Ag-TFN-SDS-0.025,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,2.15,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1041,Ag-TFN-SDS-0.05,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,2.13,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1042,Ag-TFN-SDS-0.1,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,2.02,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1043,Ag-TFN-SDS-0.15,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,1.94,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1044,Ag-TFN-SDS-0.2,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1016/j.memsci.2020.118542,2020,1.75,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,HIGH,TFC membrane research
1045,Pristine TFC,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1021/acsapm.2c00094,2022,1.258562139,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
1046,TFC/GO-0.25,*Nc1cccc(NC(=O)c2cc(C(=O)O)cc(C(=O)N*)c2)c1,"[""Polyamide""]",10.1021/acsapm.2c00094,2022,1.567732186,m-Phenylenediamine,*Nc1cccc(N*)c1,Trimesoyl chloride,*C(=O)c1cc(C(=O)*)cc(C(=O)*)c1,,MEDIUM,Chemistry-based default
